label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
4	616 m/(s^2)	1.0497 N	ice hockey	Technology and Information Management	898	893	957	508 m^2	0.3381 m/s	0.4745	0.1794	249	0.7365	89	hamster
1	441 m/(s^2)	-0.0752 N	volleyball	Bioinformatics	48	None	326	N/A	0.3123 m/s	0.5692	0.6148	729	0.663	138	rat
2	635 m/(s^2)	-0.042 N	boxing	Human Computer Interaction	601	594	1036	262 m^2	0.0805 m/s	0.4356	0.5346	453	0.1958	815	cat
1	373 m/(s^2)	0.2758 N	volleyball	Bioinformatics	43	106	150	1131 m^2	0.2201 m/s	0.6379	0.7383	616	0.7018	311	bird
6	201 m/(s^2)	0.7454 N	golf	Data Science	623	349	224	814 m^2	0.3034 m/s	0.2469	0.4479	631	0.8334	396	guinea pig
6	210 m/(s^2)	0.4639 N	golf	Computer Game Design	612	360	408	820 m^2	0.2284 m/s	0.0816	0.3031	397	1.0592	663	guinea pig
1	433 m/(s^2)	-0.0114 N	volleyball	Computer Game Design	46	188	367	1055 m^2	0.346 m/s	0.5058	0.5497	628	0.6888	286	bird
3	876 m/(s^2)	0.3622 N	basketball	Applied Mathematics, Electrical Engineering, Natural Language Processing	824	502	27	638 m^2	0.5403 m/s	0.9961	0.9843	805	0.4201	650	dog
5	115 m/(s^2)	0.5014 N	football	Computer Game Design	158	-65	311	325 m^2	0.8151 m/s	0.3036	-0.2752	983	0.3638	409	pig
4	869 m/(s^2)	0.7662 N	running	Technology and Information Management	914	562	570	523 m^2	0.5408 m/s	0.2665	0.1832	198	0.4614	533	hamster
1	463 m/(s^2)	0.0902 N	badminton	Computer Game Design	67	19	109	1023 m^2	0.4251 m/s	0.5511	0.743	576	0.833	144	fish
1	376 m/(s^2)	0.3583 N	golf	Computer Game Design	-95	331	202	749 m^2	0.2801 m/s	0.6717	0.6081	551	0.8211	578	rat
0	231 m/(s^2)	0.8747 N	boxing	Statistics	509	980	743	145 m^2	0.8352 m/s	0.5675	0.804	400	0.3661	-67	rabbit
1	721 m/(s^2)	0.4167 N	badminton	Bioinformatics	117	N/A	327	850 m^2	0.425 m/s	0.6943	0.542	711	0.5189	-20	BIRD
3	1029 m/(s^2)	0.3995 N	motor sports	Applied Mathematics	808	352	95	423 m^2	0.6705 m/s	0.7539	0.7441	788	0.2424	987	chicken
3	1070 m/(s^2)	0.2866 N	boxing	Natural Language Processing, Electrical Engineering	954	423	-337	742 m^2	N/A	0.8447	0.7479	866	0.2674	?	dog
1	481 m/(s^2)	0.2935 N	badminton	Bioinformatics	-92	3	357	899 m^2	0.363 m/s	0.8215	0.6346	720	0.7042	85	bird
6	204 m/(s^2)	0.4354 N	golf	Data Science	786	405	255	665 m^2	0.0765 m/s	0.0547	None	123	1.0073	739	ferret
2	650 m/(s^2)	0.2582 N	soccer	Human Computer Interaction	651	689	1079	258 m^2	0.2537 m/s	0.206	0.5701	587	0.0648	924	cat
5	-294 m/(s^2)	0.4195 N	running	Games and Playable Media, Biotechnology	248	151	352	589 m^2	0.6645 m/s	0.5898	0.0206	929	0.7878	548	pig
6	158 m/(s^2)	0.7145 N	golf	Data Science	656	292	240	645 m^2	0.3435 m/s	-0.0429	0.254	315	0.7266	845	guinea pig
5	-55 m/(s^2)	0.6844 N	ice hockey	Computer Science	60	232	174	490 m^2	0.8015 m/s	0.4763	0.1246	873	0.377	386	ferret
2	768 m/(s^2)	0.0545 N	soccer	Games and Playable Media	520	669	1113	216 m^2	0.1002 m/s	0.201	0.5443	229	-0.0295	899	reptile
4	439 m/(s^2)	0.9075 N	ICE HOCKEY	Data Science	1062	825	611	517 m^2	0.2905 m/s	0.3857	0.1734	305	0.4526	484	hamster
3	790 m/(s^2)	0.4671 N	basketball	eLECTRICAL eNGINEERING	698	217	182	516 m^2	0.5664 m/s	0.9377	0.9183	795	0.0962	857	chicken
1	628 m/(s^2)	0.0809 N	baseball	Bioinformatics	41	67	186	877 m^2	0.4209 m/s	0.7835	0.7056	557	0.6554	421	fish
5	-11 m/(s^2)	0.4596 N	football	Computer Science, Robotics Engineering	243	95	415	896 m^2	0.9486 m/s	0.3254	-0.1861	1143	0.4789	281	chicken
2	870 m/(s^2)	-0.0718 N	motor sports	Games and Playable Media, Human Computer Interaction	390	726	760	141 m^2	0.0464 m/s	0.3674	0.8577	430	0.056	780	cat
2	529 m/(s^2)	-0.094 N	running	Games and Playable Media, Human Computer Interaction	737	738	968	364 m^2	0.1643 m/s	0.31	0.5037	556	0.2721	973	cat
2	750 m/(s^2)	0.0866 N	soccer	Human Computer Interaction	664	670	1097	254 m^2	0.1855 m/s	0.2964	0.3551	428	0.2676	1005	cat
6	130 m/(s^2)	0.618 N	golf	Data Science	546	473	622	791 m^2	0.2199 m/s	0.125	0.27	453	1.1389	598	guinea pig
0	328 m/(s^2)	0.5288 N	?	Bioengineering	534	956	848	80 m^2	0.9507 m/s	0.75	0.6296	213	0.4381	-161	rabbit
3	1060 m/(s^2)	0.1676 N	soccer	Electrical Engineering, Applied Mathematics, Natural Language Processing	873	658	331	585 m^2	0.4753 m/s	0.8099	0.9883	936	0.3561	971	dog
6	179 m/(s^2)	0.7538 N	golf	Data Science	680	511	623	769 m^2	0.2214 m/s	-0.025	0.3486	375	0.9586	807	guinea pig
3	955 m/(s^2)	0.525 N	basketball	APPLIED MATHEMATICS, COMPUTER ENGINEERING	756	527	147	814 m^2	0.7871 m/s	1.1638	0.8783	825	0.2978	887	dog
6	263 m/(s^2)	0.705 N	golf	Data Science	521	414	345	860 m^2	0.1818 m/s	0.1411	0.0136	478	0.9559	500	GUINEA PIG
0	277 m/(s^2)	0.6506 N	boxing	Statistics	492	1010	728	90 m^2	0.9677 m/s	0.6739	0.4795	226	0.0872	204	rabbit
3	859 m/(s^2)	0.4828 N	motor sports	Computer Engineering, Electrical Engineering, Applied Mathematics	735	476	220	591 m^2	0.7852 m/s	0.988	0.9834	923	0.3989	848	dog
1	546 m/(s^2)	0.3395 N	baseball	Bioinformatics	-55	83	292	1057 m^2	0.2149 m/s	0.7118	0.582	819	0.5421	265	bird
6	9 m/(s^2)	0.4354 N	golf	Data Science	734	310	432	909 m^2	0.1954 m/s	-0.0011	0.3968	574	1.0106	875	guinea pig
4	586 m/(s^2)	0.7555 N	ice hockey	Technology and Information Management	650	932	761	230 m^2	0.5522 m/s	0.4239	0.1419	-13	0.6311	398	hamster
6	297 m/(s^2)	0.5641 N	GOLF	DATA SCIENCE	666	541	348	533 m^2	0.1758 m/s	0.1029	0.5419	188	0.986	580	guinea pig
5	63 m/(s^2)	0.5249 N	ice hockey	Computer Science	95	337	338	657 m^2	0.8546 m/s	0.3155	0.0038	702	0.4346	227	pig
2	625 m/(s^2)	0.0294 N	soccer	Games and Playable Media, Biotechnology	688	634	928	219 m^2	0.1883 m/s	0.4491	0.4061	430	-0.0693	938	cat
5	86 m/(s^2)	0.6339 N	football	Computational Media, Robotics Engineering	183	-156	354	657 m^2	0.7129 m/s	0.6254	0.0677	941	0.5123	331	ferret
5	162 m/(s^2)	0.4196 N	football	Computer Science, Robotics Engineering	361	73	69	440 m^2	0.8526 m/s	0.5298	0.1379	872	0.1519	366	pig
2	706 m/(s^2)	-0.0184 N	football	Biotechnology, Games and Playable Media	472	713	892	107 m^2	0.4288 m/s	0.2706	0.6056	779	0.2633	1032	reptile
4	572 m/(s^2)	0.7311 N	ice hockey	Electrical Engineering, Natural Language Processing, Computer Engineering	747	630	666	401 m^2	0.4566 m/s	0.4884	0.2638	-65	0.8861	394	hamster
4	587 m/(s^2)	0.8563 N	soccer	Technology and Information Management	892	580	494	267 m^2	0.3769 m/s	0.2432	0.1955	-98	0.9813	447	hamster
2	747 m/(s^2)	0.0989 N	soccer	Games and Playable Media, Human Computer Interaction	557	706	773	217 m^2	0.125 m/s	0.2553	0.4749	520	0.0233	985	reptile
5	350 m/(s^2)	0.4809 N	running	Robotics Engineering, Computational Media	371	129	242	515 m^2	0.9051 m/s	0.5271	0.1542	895	0.4243	96	ferret
3	897 m/(s^2)	0.4064 N	golf	Natural Language Processing	825	501	57	595 m^2	0.7095 m/s	0.9773	1.058	N/A	0.2182	857	dog
5	45 m/(s^2)	0.4435 N	?	Robotics Engineering, Computational Media	110	92	274	471 m^2	0.8729 m/s	0.5214	-0.1469	1077	0.6639	370	Ferret
6	176 m/(s^2)	0.4274 N	golf	Data Science	605	497	379	745 m^2	0.2914 m/s	-0.0154	0.2815	311	0.9248	531	guinea pig
0	292 m/(s^2)	0.5756 N	boxing	Statistics	221	800	799	47 m^2	0.9593 m/s	0.8208	0.8268	219	0.4517	95	rabbit
6	178 m/(s^2)	?	golf	Data Science	754	311	320	933 m^2	0.3125 m/s	-0.0055	0.4088	430	1.036	620	n/a
5	191 m/(s^2)	0.3672 N	running	Computer Science, Robotics Engineering	94	315	177	767 m^2	0.807 m/s	0.4626	-0.1085	974	0.5238	493	ferret
2	720 m/(s^2)	-0.1287 N	soccer	Games and Playable Media, Biotechnology	434	571	1018	158 m^2	-0.0415 m/s	0.3216	0.6983	513	0.1454	974	cat
5	198 m/(s^2)	0.3208 N	football	Data Science	329	232	310	562 m^2	0.6357 m/s	0.6112	-0.0214	959	0.6154	547	ferret
4	634 m/(s^2)	0.7128 N	ice hockey	Technology and Information Management	876	825	909	425 m^2	0.6542 m/s	0.3096	0.0613	-182	0.7777	514	hamster
0	196 m/(s^2)	0.6918 N	boxing	N/A	363	778	671	-101 m^2	0.7836 m/s	0.6837	0.7707	-35	-0.0068	32	rabbit
5	138 m/(s^2)	0.5563 N	Running	Computer Game Design	351	127	343	455 m^2	0.5159 m/s	0.2521	-0.1089	1135	0.6201	232	pig
6	61 m/(s^2)	0.4599 N	golf	Data Science	837	339	391	835 m^2	0.3341 m/s	0.0644	0.3063	478	0.8908	506	guinea pig
6	349 m/(s^2)	0.7786 N	Golf	Data Science	714	578	421	874 m^2	0.2662 m/s		0.0427	404	0.9896	855	guinea pig
0	422 m/(s^2)	1.09 N	FOOTBALL	Bioengineering	380	999	797	225 m^2	0.9987 m/s	0.8538	0.4816	74	0.2357	68	rabbit
1	492 m/(s^2)	0.4063 N	baseball	Computational Media	89	61	?	854 m^2	0.162 m/s	0.5472	0.904	584	0.4779	295	bird
5	216 m/(s^2)	0.3963 N	volleyball	Computational Media, Robotics Engineering	227	-27	243	592 m^2	0.6971 m/s	0.5124	0.0465	839	0.2665	326	ferret
6	100 m/(s^2)	0.6368 N	ice hockey	Data Science	596	527	457	766 m^2	0.1649 m/s	0.0339	0.3154	379	1.3128	538	guinea pig
4	575 m/(s^2)	None	ice hockey	Technology and Information Management	804	600	?	383 m^2	0.5494 m/s	0.3173	0.2146	-70	0.6087	603	hamster
3	726 m/(s^2)	0.3467 N	tennis	Computer Engineering, Applied Mathematics	794	583	314	719 m^2	0.3418 m/s	0.9096	0.9734	944	0.4029	794	dog
3	823 m/(s^2)	0.2773 N	ice hockey	Natural Language Processing, Computer Engineering, Electrical Engineering	575	502	37	574 m^2	0.433 m/s	0.882	1.0021	378	0.156	1073	pig
5	94 m/(s^2)	0.3578 N	running	Computational Media, Robotics Engineering	27	280	135	767 m^2	0.6415 m/s	0.5066	0.0415	981	0.5168	493	ferret
0	295 m/(s^2)	0.8047 N	boxing	Bioengineering	251	1133	955	127 m^2	0.9879 m/s	0.7558	0.8292	10	0.1499	-34	rabbit
6	236 m/(s^2)	0.5411 N	football	Data Science	676	563	47	506 m^2	0.2871 m/s	0.2779	0.2889	310	1.0818	708	guinea pig
3	950 m/(s^2)	0.4843 N	tennis	Applied Mathematics, Electrical Engineering, Natural Language Processing	784	292	195	542 m^2	0.5785 m/s	0.7543	0.885	686	0.357	693	chicken
0	300 m/(s^2)	0.9589 N	volleyball	Statistics	404	937	921	-180 m^2	0.8665 m/s	0.6371	0.9646	367	0.37	-78	rabbit
2	664 m/(s^2)	-0.0155 N	soccer	Biotechnology	720	965	1022	148 m^2	0.2191 m/s	0.2838	0.5466	428	0.2065	987	cat
3	1021 m/(s^2)	0.4712 N	ice hockey	Applied Mathematics, Electrical Engineering, Computer Engineering	749	546	98	754 m^2	0.75 m/s	0.9405	0.9753	651	0.4712	945	dog
0	283 m/(s^2)	0.9986 N	boxing	Bioengineering	495	927	822	-238 m^2	0.6958 m/s	0.6068	0.6153	138	0.0687	156	rabbit
3	1056 m/(s^2)	0.3735 N	tennis	Computer Engineering, Natural Language Processing, Applied Mathematics	790	480	-37	622 m^2	0.5411 m/s	0.7994	1.1187	771	0.5562	937	dog
1	426 m/(s^2)	0.2519 N	tennis	Electrical Engineering, Applied Mathematics	150	224	53	1116 m^2	?	0.5239	0.6915	671	0.8473	155	rat
5	-129 m/(s^2)	0.5853 N	golf	Robotics Engineering, Computer Science	293	-45	207	525 m^2	0.6442 m/s	0.5441	0.0668	1055	0.4243	213	ferret
0	414 m/(s^2)	0.7624 N	boxing	Bioengineering	409	966	791	-107 m^2	1.1268 m/s	0.8024	0.8913	170	0.2275	-7	rabbit
6	300 m/(s^2)	0.5326 N	golf	Data Science	830	400	261	717 m^2	0.3483 m/s	-0.0436	0.3815	432	1.0915	508	guinea pig
0	389 m/(s^2)	0.7316 N	tennis	Bioengineering	597	1072	799	-207 m^2	0.8842 m/s	0.8146	0.809	52	0.3198	-20	rabbit
5	156 m/(s^2)	NULL	football	Computer Science	83	-105	230	323 m^2	0.8943 m/s	0.5598	0.1239	935	0.1769	383	pig
1	364 m/(s^2)	0.3439 N	badminton	Bioinformatics	156	151	324	1042 m^2	0.2958 m/s	0.7974	0.5445	780	0.9209	48	bird
0	225 m/(s^2)	0.7144 N	boxing	Bioengineering	445	812	756	-149 m^2	0.7794 m/s	0.806	0.987	289	0.1783	107	rabbit
3	897 m/(s^2)	0.3282 N	track & field	Electrical Engineering, Computer Engineering	983	574	197	779 m^2	0.6378 m/s	1.0994	0.8534	809	0.1231	1059	chicken
1	486 m/(s^2)	0.0924 N	Volleyball	Bioinformatics	-2	52	352	1093 m^2	0.2796 m/s	0.4813	0.827	725	0.6099	204	bird
0	385 m/(s^2)	0.9406 N	BOXING	Bioengineering	386	878	699	70 m^2	1.0603 m/s	0.9254	0.6901	341	0.1014	39	rabbit
5	-38 m/(s^2)	0.5733 N	running	Computational Media	59	17	371	534 m^2	0.8679 m/s	0.4161	0.2207	962	0.5246	258	pig
2	513 m/(s^2)	0.1325 N	soccer	Natural Language Processing, Computer Engineering	376	855	1055	472 m^2	0.2805 m/s	0.3678	0.4779	442	0.3562	849	fish
4	688 m/(s^2)	0.8858 N	ice hockey	Computer Game Design	771	756	478	382 m^2	0.3163 m/s	0.172	0.161	86	0.6945	561	cat
6	291 m/(s^2)	0.6363 N	golf	Data Science	600	326	713	732 m^2	0.161 m/s	0.118	0.1525	275	0.9134	559	guinea pig
3	894 m/(s^2)	0.4774 N	tennis	Applied Mathematics, Electrical Engineering, Natural Language Processing	920	646	127	562 m^2	0.6867 m/s	0.8395	1.0198	1004	0.0987	1046	dog
4	975 m/(s^2)	0.7963 N	ice hockey	Technology and Information Management	950	669	704	664 m^2	0.4206 m/s	0.3102	0.261	187	0.4734	517	hamster
1	590 m/(s^2)	0.3422 N	golf	Bioinformatics	188	-91	230	997 m^2	0.2391 m/s	0.6837	n/a	720	0.7088	71	bird
6	304 m/(s^2)	0.8412 N	golf	Data Science	704	265	453	741 m^2	0.1462 m/s	0.0855	0.1873	849	0.9551	666	guinea pig
1	588 m/(s^2)	0.3454 N	boxing	None	25	46	36	1061 m^2	0.2911 m/s	0.6282	0.7646	390	0.5286	213	Fish
2	772 m/(s^2)	-0.0824 N	soccer	Human Computer Interaction	801	539	606	275 m^2	-0.0473 m/s	0.2259	0.7029	892	0.1056	974	reptile
6	425 m/(s^2)	0.5656 N	golf	Data Science	539	180	601	836 m^2	0.1343 m/s	-0.0228	0.3401	136	0.7531	625	guinea pig
5	-165 m/(s^2)	0.5219 N	soccer	Data Science	80	120	341	796 m^2	0.7045 m/s	0.5435	0.2527	868	0.6418	510	ferret
5	27 m/(s^2)	0.7497 N	football	Computational Media, Computer Science	?	259	250	715 m^2	0.6993 m/s	0.4228	-0.1074	1002	0.754	370	pig
3	886 m/(s^2)	0.2616 N	motor sports	Biotechnology, Games and Playable Media	624	406	93	679 m^2	0.6967 m/s	0.9087	0.8662	838	0.0489	692	chicken
3	921 m/(s^2)	0.27 N	track & field	Computer Engineering, Natural Language Processing	806	462	92	711 m^2	0.5763 m/s	0.8502	0.9063	671	0.4456	801	dog
4	752 m/(s^2)	1.0084 N	ice hockey	Technology and Information Management	776	686	707	512 m^2	0.5333 m/s	0.4726	0.2186	-75	0.6364	338	hamster
1	396 m/(s^2)	0.3922 N	badminton	Natural Language Processing, Computer Engineering	112	52	377	930 m^2	0.3717 m/s	0.7425	0.8683	587	0.804	244	fish
5	-192 m/(s^2)	0.4978 N	football	Robotics Engineering, Computer Science	352	-25	370	643 m^2	0.6919 m/s	0.4254	0.1634	1117	0.4168	219	pig
5	-66 m/(s^2)	0.2942 N	running	Computer Science, Robotics Engineering	92	334	236	505 m^2	0.7841 m/s	0.2341	0.0846	1028	0.1856	455	ferret
1	374 m/(s^2)	0.4689 N	baseball	Computer Game Design	54	141	280	783 m^2	0.3245 m/s	0.5097	0.6234	617	0.6961	350	fish
4	895 m/(s^2)	0.7393 N	ice hockey	Technology and Information Management	783	817	925	397 m^2	0.4252 m/s	0.5155	0.1601	143	0.6359	558	hamster
1	594 m/(s^2)	0.1128 N	volleyball	Bioinformatics	63	-82	296	922 m^2	0.3572 m/s	0.8402	0.8396	745	0.6948	152	fish
3	755 m/(s^2)	0.4719 N	basketball	Computer Engineering	791	542	-1	471 m^2	0.6108 m/s	0.792	0.9235	894	0.3219	932	chicken
6	106 m/(s^2)	0.7016 N	GOLF	Data Science	586	387	535	805 m^2	0.0956 m/s	0.0866	0.4303	416	0.9622	617	guinea pig
2	569 m/(s^2)	-0.0321 N	soccer	Biotechnology, Games and Playable Media	607	663	867	421 m^2	0.1184 m/s	0.3745	0.4226	655	-0.0446	956	reptile
0	344 m/(s^2)	0.9597 N	ice hockey	Bioengineering	532	980	605	87 m^2	0.8339 m/s	0.8113	0.8123	255	0.3968	-36	RABBIT
2	842 m/(s^2)	0.0878 N	soccer	Games and Playable Media, Human Computer Interaction	641	581	1119	181 m^2	0.2551 m/s	0.4304	0.4377	447	-0.0526	1156	rabbit
4	751 m/(s^2)	1.0951 N	ice hockey	Technology and Information Management	776	546	395	391 m^2	0.6155 m/s	0.405	0.2808	-113	0.9188	402	hamster
6	1 m/(s^2)	0.4752 N	golf	Data Science	577	418	506	938 m^2		0.008	0.2496	464	1.1197	664	guinea pig
4	1152 m/(s^2)	1.022 N	golf	Technology and Information Management	926	668	794	365 m^2	0.5206 m/s	0.3121	0.0885	-198	0.8371	560	hamster
6	265 m/(s^2)	0.5695 N	volleyball	Data Science	522	451	499	884 m^2	0.2764 m/s	0.1502	0.3836	167	1.0463	747	guinea pig
0	347 m/(s^2)	0.6905 N	golf	bioengineering	566	1112	675	-40 m^2	0.859 m/s	0.816	0.8146	6	0.3309	36	rabbit
2	728 m/(s^2)	0.1556 N	soccer	Robotics Engineering, Computer Science	332	735	951	73 m^2	0.1221 m/s	0.2527	0.7584	730	0.1745	N/A	cat
0	340 m/(s^2)	0.8292 N	boxing	Statistics	231	1178	928	110 m^2	0.9073 m/s	0.6746	0.6673	383	0.2573	-213	rabbit
2	791 m/(s^2)	0.0208 N	ice hockey	Games and Playable Media, Human Computer Interaction	426	616	1127	303 m^2	0.0515 m/s	0.1853	0.6128	440	0.0996	810	reptile
4	837 m/(s^2)	1.0491 N	Ice Hockey	Data Science	876	849	582	362 m^2	0.6717 m/s	0.5063	NULL	11	0.772	681	hamster
4	984 m/(s^2)	0.7934 N	motor sports	Technology and Information Management	973	599	692	187 m^2	0.2953 m/s	0.2144	0.1284	100	0.7504	553	hamster
1	459 m/(s^2)	0.3935 N	badminton	Bioinformatics	12	211	114	1048 m^2	0.1417 m/s	0.707	0.6821	611	1.0424	337	fish
3	1124 m/(s^2)	0.2678 N	basketball	Robotics Engineering	891		0	513 m^2	0.7001 m/s	0.815	0.8192	1009	0.1691	742	dog
4	664 m/(s^2)	0.8583 N	ice hockey	tECHNOLOGY AND iNFORMATION mANAGEMENT	914	719	411	571 m^2	0.5859 m/s	0.1757	0.1951	68	0.7188	489	hamster
5	-130 m/(s^2)	0.541 N	football	Robotics Engineering	80	8	190	633 m^2	0.7137 m/s	0.446	0.2374	897	0.464	398	pig
3	995 m/(s^2)	0.3102 N	tennis	Computer Engineering	771	275	431	677 m^2	0.6387 m/s	0.9213	1.0341	1058	0.2746	893	chicken
6	104 m/(s^2)	0.6401 N	Ice Hockey	Data Science	762	490	712	823 m^2	0.3807 m/s	0.0123	0.2605	534	0.904	693	guinea pig
0	212 m/(s^2)	1.0676 N	boxing	Bioengineering	215	1015	1029	88 m^2	0.8521 m/s	0.6963	0.8426	-1	0.0575	-1	rabbit
1	542 m/(s^2)	0.3315 N	soccer	BIOINFORMATICS	85	268	122	974 m^2	0.5121 m/s	0.6824	0.7834	530	0.7447	348	rat
0	256 m/(s^2)	0.8528 N	boxing	Statistics	325	1137	934	2 m^2	0.9578 m/s	0.7263	0.7405	302	0.3638	-104	rabbit
1	300 m/(s^2)	0.1596 N	Baseball	Computer Game Design	42	226	131	909 m^2	0.334 m/s	0.6096	0.6181	623	0.6466	171	fish
0	455 m/(s^2)	0.6053 N	boxing	Statistics	221	873	876	-46 m^2	0.9668 m/s	0.7228	0.8492	135	0.2017	144	rabbit
4	787 m/(s^2)	0.9216 N	ice hockey	Technology and Information Management	920	805	465	209 m^2	0.4796 m/s	0.2373	0.1625	247	0.6733	390	hamster
1	529 m/(s^2)	0.0489 N	volleyball	Bioinformatics	-110	68	499	997 m^2	0.3681 m/s	0.8058	0.6912	831	0.7646	249	bird
1	555 m/(s^2)	0.4373 N	volleyball	Bioinformatics	91	203	334	1044 m^2	0.3929 m/s	0.5477	0.5845	726	0.5972	322	bird
2	661 m/(s^2)	0.2449 N	soccer	Technology and Information Management	618	515	937	156 m^2	-0.054 m/s	0.2202	0.6101	609	-0.0507	880	cat
2	754 m/(s^2)	0.0919 N	soccer	Games and Playable Media	599	573	1060	137 m^2	0.2327 m/s	0.1401	0.5948	602	0.247	998	dog
3	927 m/(s^2)	0.1752 N	ice hockey	Applied Mathematics	839	414	136	473 m^2	0.5478 m/s	0.7055	0.7208	773	0.1296	563	chicken
2	881 m/(s^2)	-0.0177 N	soccer	Games and Playable Media, Biotechnology	470	395	1039	334 m^2	0.0483 m/s	0.3284	0.5316	722	0.0499	1077	cat
6	162 m/(s^2)	0.6891 N	golf	Data Science	748	196	276	939 m^2	0.2259 m/s	-0.0256	0.4441	228	1.0111	782	guinea pig
3	1120 m/(s^2)	0.1784 N	RUNNING	Computer Engineering, Natural Language Processing	768	466	207	620 m^2	0.6333 m/s	0.9519	0.9236	916	0.5224	647	pig
1	506 m/(s^2)	0.1931 N	badminton	Computer Game Design	-191	-24	148	958 m^2	0.2452 m/s	0.5859	0.6351	498	0.6584	299	rat
3	1038 m/(s^2)	0.4649 N	ice hockey	Electrical Engineering, Computer Engineering, Applied Mathematics	1121	329	116	688 m^2	0.4935 m/s	1.014	0.9538	852	0.2503	794	?
6	284 m/(s^2)	0.4844 N	golf	Data Science	862	490	597	799 m^2	0.1665 m/s	0.0327	0.3222	527	1.1964	810	guinea pig
4	865 m/(s^2)	0.9517 N	ice hockey	Biotechnology, Games and Playable Media	1025	750	632	326 m^2	0.4791 m/s	0.3302	0.0086	105	0.6221	726	hamster
6	214 m/(s^2)	0.4158 N	soccer	Bioinformatics	748	398	246	787 m^2	0.2119 m/s	0.4256	0.3843	624	1.1085	583	guinea pig
3	1030 m/(s^2)	0.5458 N	soccer	Electrical Engineering	622	377	-88	688 m^2	0.7179 m/s	1.0124	0.8639	754	0.0961	725	chicken
0	200 m/(s^2)	0.9041 N	boxing	bioengineering	400	943	863	62 m^2	1.0029 m/s	0.8072	0.8432	384	0.2731	152	rabbit
5	-9 m/(s^2)	0.5937 N	running	Computer Science, Robotics Engineering		113	323	606 m^2	0.5449 m/s	0.4726	-0.0351	836	0.2649	186	ferret
0	217 m/(s^2)	0.8567 N	boxing	Bioengineering	338	929	857	-98 m^2	1.026 m/s	0.8437	0.93	209	0.2538	104	rabbit
4	810 m/(s^2)	0.8314 N	ice hockey	Technology and Information Management	1045	571	N/A	515 m^2	0.5205 m/s	0.3504	-0.0169	36	0.4852	591	hamster
6	135 m/(s^2)	0.5115 N	golf	Data Science	593	466	343	789 m^2	0.23 m/s	0.2488	0.2025	189	0.6911	758	guinea pig
2	867 m/(s^2)	0.0009 N	soccer	Robotics Engineering	640	586	837	75 m^2	0.235 m/s	0.1178	0.5052	685	-0.1362	1054	cat
4	688 m/(s^2)	0.9366 N	ice hockey	Technology and Information Management	859	825	576	462 m^2	0.6513 m/s	0.2106	0.0292	48	0.9373	404	hamster
5	58 m/(s^2)	0.5851 N	running	Computer Science, Robotics Engineering	211	190	407	640 m^2	0.7789 m/s	0.4459	0.0926	1171	0.5591	211	pig
3	825 m/(s^2)	0.4375 N	track & field	Natural Language Processing	906	564	63	735 m^2	0.602 m/s	0.9947	0.907	680	0.3	807	chicken
6	161 m/(s^2)	0.4436 N	golf	Data Science	680	411	416	779 m^2	0.2573 m/s	-0.2339	0.4846	274	1.0496	408	guinea pig
2	646 m/(s^2)	-0.1247 N	soccer	Data Science	504	663	1023	220 m^2	0.0174 m/s	0.3445	0.4575	344	0.1078	971	cat
4	746 m/(s^2)	None	ice hockey	Technology and Information Management	952	632	732	310 m^2	0.2989 m/s	0.4818	0.0416	145	0.8137	450	hamster
3	997 m/(s^2)	0.4123 N	golf	Biotechnology, Games and Playable Media	1217	334	268	574 m^2	0.5082 m/s	0.9355	0.7649	578	0.3874	855	dog
4	783 m/(s^2)	0.7202 N	ice hockey	Technology and Information Management	975	497	None	429 m^2	0.6079 m/s	0.1541	0.1625	5	0.6985	410	hamster
1	435 m/(s^2)	0.0376 N	volleyball	Bioinformatics	246	460	196	983 m^2	0.3716 m/s	0.4647	0.6412	763	0.9823	217	fish
1	366 m/(s^2)	0.2835 N	track & field	Computer Game Design	-169	259	339	1041 m^2	0.1332 m/s	0.5941	0.8697	789	0.7931	175	bird
6	178 m/(s^2)	0.6447 N	boxing	Data Science	693	496	505	820 m^2	0.1862 m/s	0.0141	0.3366	261	1.077	606	guinea pig
5	-24 m/(s^2)	0.6053 N	running	Computer Science	157	180	265	672 m^2	0.7327 m/s	0.5535	-0.0013	1092	0.3883	277	ferret
1	607 m/(s^2)	0.4008 N	golf	Computer Game Design	-45	121	294	958 m^2	0.4845 m/s	0.5749	0.6218	410	0.77	88	rat
2	602 m/(s^2)	0.1414 N	golf	Data Science	617	609	805	332 m^2	0.2538 m/s	0.4723	0.5958	320	-0.0682	654	reptile
3	862 m/(s^2)	N/A	motor sports	Applied Mathematics, Electrical Engineering	761	501	237	686 m^2	0.5574 m/s	0.6481	0.8093	852	0.3529	577	chicken
3	911 m/(s^2)	0.495 N	tennis	Applied Mathematics, Natural Language Processing, Computer Engineering	701	369	193	519 m^2	0.6637 m/s	1.0303	0.6472	679	0.293	899	chicken
1	425 m/(s^2)	0.2654 N	badminton	Data Science	204	206	102	1224 m^2	0.3977 m/s	0.5679	0.5942	478	0.4937	184	bird
6	89 m/(s^2)	0.5503 N	basketball	Human Computer Interaction	964	295	425	709 m^2	0.2864 m/s	-0.1318	0.4845	424	0.9927	707	guinea pig
